venta_id,fecha,producto_id,sucursal_id,unidades_vendidas,importe_total
500207,2026-01-25,1001,1,4,2498.12
500208,2026-01-26,1001,1,18,11241.54
500209,2026-01-27,1001,1,36,22483.08
500210,2026-01-28,1001,1,57,35598.21
500211,2026-01-29,1001,1,44,27479.32
500212,2026-01-30,1001,1,39,24356.67
500213,2026-01-31,1001,1,17,10617.01
500214,2026-02-01,1001,1,29,18111.37
500215,2026-02-02,1001,1,57,35598.21
500216,2026-02-03,1001,1,30,18735.9
500217,2026-02-04,1001,1,47,29352.91
500218,2026-02-05,1001,1,62,38720.86
500219,2026-02-06,1001,1,16,9992.48
500220,2026-02-07,1001,1,18,11241.54
500221,2026-02-08,1001,1,40,24981.2
500222,2026-02-09,1001,1,15,9367.95
500223,2026-02-10,1001,1,24,14988.72
500224,2026-02-11,1001,1,60,37471.8
500225,2026-02-12,1001,1,26,16237.78
500226,2026-02-13,1001,1,35,21858.55
500227,2026-02-14,1001,1,38,23732.14
500228,2026-02-15,1001,1,44,27479.32
500229,2026-02-16,1001,1,42,26230.26
500230,2026-02-17,1001,1,38,23732.14
500231,2026-02-18,1001,1,32,19984.96
500232,2026-02-19,1001,1,27,16862.31
500233,2026-02-20,1001,1,30,18735.9
500234,2026-02-21,1001,1,46,28728.38
500235,2026-02-22,1001,1,33,20609.49
500236,2026-02-23,1001,1,39,24356.67
500237,2026-02-24,1001,1,29,18111.37
500238,2026-02-25,1001,1,23,14364.19
500239,2026-02-26,1001,1,16,9992.48
500240,2026-02-27,1001,1,39,24356.67
500241,2026-02-28,1001,1,77,48088.81
500242,2026-03-01,1001,1,37,23107.61
500243,2026-03-02,1001,1,44,27479.32
500244,2026-03-03,1001,1,46,28728.38
500245,2026-03-04,1001,1,68,42468.04
500246,2026-03-05,1001,1,27,16862.31
500247,2026-03-06,1001,1,29,18111.37
500248,2026-03-07,1001,1,108,67449.24
500249,2026-03-08,1001,1,21,13115.13
500250,2026-03-09,1001,1,32,19984.96
500251,2026-03-10,1001,1,7,4371.71
500252,2026-03-11,1001,1,63,39345.39
500253,2026-03-12,1001,1,28,17486.84
500254,2026-03-13,1001,1,25,15613.25
500255,2026-03-14,1001,1,67,41843.51
500256,2026-03-15,1001,1,20,12490.6
500257,2026-03-16,1001,1,31,19360.43
500258,2026-03-17,1001,1,20,12490.6
500259,2026-03-18,1001,1,74,46215.22
500260,2026-03-19,1001,1,10,6245.3
500261,2026-03-20,1001,1,42,26230.26
500262,2026-03-21,1001,1,50,31226.5
500263,2026-03-22,1001,1,54,33724.62
500264,2026-03-23,1001,1,42,26230.26
500265,2026-03-24,1001,1,24,14988.72
500266,2026-03-25,1001,1,36,22483.08
500267,2026-03-26,1001,1,7,4371.71
500268,2026-03-27,1001,1,70,43717.1
500269,2026-03-28,1001,1,62,38720.86
500270,2026-03-29,1001,1,19,11866.07
500271,2026-03-30,1001,1,45,28103.85
500272,2026-03-31,1001,1,24,14988.72
500273,2026-04-01,1001,1,23,14364.19
500274,2026-04-02,1001,1,56,34973.68
500275,2026-04-03,1001,1,59,36847.27
500276,2026-04-04,1001,1,107,66824.71
500277,2026-04-05,1001,1,5,3122.65
500278,2026-04-06,1001,1,9,5620.77
500279,2026-04-07,1001,1,25,15613.25
500280,2026-04-08,1001,1,30,18735.9
500281,2026-04-09,1001,1,107,66824.71
500282,2026-04-10,1001,1,48,29977.44
500283,2026-04-11,1001,1,123,76817.19
500284,2026-04-12,1001,1,56,34973.68
500285,2026-04-13,1001,1,33,20609.49
500286,2026-04-14,1001,1,59,36847.27
500287,2026-04-15,1001,1,9,5620.77
500288,2026-04-16,1001,1,63,39345.39
500289,2026-04-17,1001,1,9,5620.77
500290,2026-04-18,1001,1,102,63702.06
500291,2026-04-19,1001,1,37,23107.61
500292,2026-04-20,1001,1,26,16237.78
500293,2026-04-21,1001,1,42,26230.26
500294,2026-04-22,1001,1,32,19984.96
500295,2026-04-23,1001,1,50,31226.5
500296,2026-04-24,1001,1,104,64951.12
500297,2026-04-25,1001,1,64,39969.92
500298,2026-04-26,1001,1,26,16237.78
500299,2026-04-27,1001,1,20,12490.6
500300,2026-04-28,1001,1,86,53709.58
500301,2026-04-29,1001,1,59,36847.27
500302,2026-04-30,1001,1,88,54958.64
500303,2026-05-01,1001,1,12,7494.36
500304,2026-05-02,1001,1,54,33724.62
500305,2026-05-03,1001,1,23,14364.19
500306,2026-05-04,1001,1,11,6869.83
500307,2026-05-05,1001,1,44,27479.32
500308,2026-05-06,1001,1,19,11866.07
500309,2026-05-07,1001,1,65,40594.45
500310,2026-05-08,1001,1,34,21234.02
500311,2026-05-09,1001,1,58,36222.74
500312,2026-05-10,1001,1,7,4371.71
500313,2026-05-11,1001,1,62,38720.86
500314,2026-05-12,1001,1,23,14364.19
500315,2026-05-13,1001,1,59,36847.27
500316,2026-05-14,1001,1,54,33724.62
500317,2026-05-15,1001,1,87,54334.11
500318,2026-05-16,1001,1,32,19984.96
500319,2026-05-17,1001,1,18,11241.54
500320,2026-05-18,1001,1,69,43092.57
500321,2026-05-19,1001,1,17,10617.01
500322,2026-05-20,1001,1,92,57456.76
500323,2026-05-21,1001,1,84,52460.52
500324,2026-05-22,1001,1,48,29977.44
500325,2026-05-23,1001,1,40,24981.2
500326,2026-05-24,1001,1,42,26230.26
500327,2026-05-25,1001,1,43,26854.79
500328,2026-05-26,1001,1,59,36847.27
500329,2026-05-27,1001,1,43,26854.79
500330,2026-05-28,1001,1,40,24981.2
500331,2026-05-29,1001,1,109,68073.77
500332,2026-05-30,1001,1,18,11241.54
500333,2026-05-31,1001,1,6,3747.18
500334,2026-06-01,1001,1,44,27479.32
500335,2026-06-02,1001,1,39,24356.67
500336,2026-06-03,1001,1,81,50586.93
500337,2026-06-04,1001,1,44,27479.32
500338,2026-06-05,1001,1,204,127404.12
500339,2026-06-06,1001,1,61,38096.33
500340,2026-06-07,1001,1,21,13115.13
500341,2026-06-08,1001,1,31,19360.43
500342,2026-06-09,1001,1,52,32475.56
500343,2026-06-10,1001,1,16,9992.48
500344,2026-06-11,1001,1,21,13115.13
500345,2026-06-12,1001,1,63,39345.39
500346,2026-06-13,1001,1,64,39969.92
500347,2026-06-14,1001,1,7,4371.71
500348,2026-06-15,1001,1,64,39969.92
500349,2026-06-16,1001,1,20,12490.6
500350,2026-06-17,1001,1,24,14988.72
500351,2026-06-18,1001,1,13,8118.89
500352,2026-06-19,1001,1,40,24981.2
500353,2026-06-20,1001,1,92,57456.76
500354,2026-06-21,1001,1,33,20609.49
500355,2026-06-22,1001,1,25,15613.25
500356,2026-06-23,1001,1,58,36222.74
500357,2026-06-24,1001,1,46,28728.38
500358,2026-06-25,1001,1,48,29977.44
500359,2026-06-26,1001,1,76,47464.28
500360,2026-06-27,1001,1,19,11866.07
500361,2026-06-28,1001,1,10,6245.3
500362,2026-06-29,1001,1,24,14988.72
500363,2026-06-30,1001,1,62,38720.86
500364,2026-07-01,1001,1,44,27479.32
500365,2026-07-02,1001,1,14,8743.42
500366,2026-07-03,1001,1,48,29977.44
500367,2026-07-04,1001,1,99,61828.47
500368,2026-07-05,1001,1,45,28103.85
500369,2026-07-06,1001,1,40,24981.2
500370,2026-07-07,1001,1,10,6245.3
500371,2026-07-08,1001,1,13,8118.89
500372,2026-07-09,1001,1,33,20609.49
500373,2026-07-10,1001,1,46,28728.38
500374,2026-07-11,1001,1,12,7494.36
500375,2026-07-12,1001,1,15,9367.95
500376,2026-07-13,1001,1,59,36847.27
500377,2026-07-14,1001,1,34,21234.02
500378,2026-07-15,1001,1,51,31851.03
500379,2026-07-16,1001,1,27,16862.31
500380,2026-07-17,1001,1,91,56832.23
500381,2026-07-18,1001,1,49,30601.97
500382,2026-07-19,1001,1,25,15613.25
500383,2026-07-20,1001,1,82,51211.46
500384,2026-07-21,1001,1,28,17486.84
500385,2026-07-22,1001,1,28,17486.84
500386,2026-07-23,1001,1,13,8118.89
500387,2026-07-24,1001,1,48,29977.44
500388,2026-07-25,1001,1,27,16862.31
500389,2026-07-26,1001,1,8,4996.24
500390,2026-07-27,1001,1,29,18111.37
500391,2026-07-28,1001,1,37,23107.61
500392,2026-07-29,1001,1,63,39345.39
500393,2026-07-30,1001,1,20,12490.6
500394,2026-07-31,1001,1,49,30601.97
500395,2026-08-01,1001,1,40,24981.2
500396,2025-07-03,1001,2,55,34349.15
500397,2025-07-04,1001,2,56,34973.68
500398,2025-07-05,1001,2,39,24356.67
500399,2025-07-06,1001,2,33,20609.49
500400,2025-07-07,1001,2,32,19984.96
500401,2025-07-08,1001,2,11,6869.83
500402,2025-07-09,1001,2,11,6869.83
500403,2025-07-10,1001,2,48,29977.44
500404,2025-07-11,1001,2,41,25605.73
500405,2025-07-12,1001,2,35,21858.55
500406,2025-07-13,1001,2,8,4996.24
500407,2025-07-14,1001,2,34,21234.02
500408,2025-07-15,1001,2,43,26854.79
500409,2025-07-16,1001,2,26,16237.78
500410,2025-07-17,1001,2,31,19360.43
500411,2025-07-18,1001,2,59,36847.27
500412,2025-07-19,1001,2,9,5620.77
500413,2025-07-20,1001,2,15,9367.95
500414,2025-07-21,1001,2,46,28728.38
500415,2025-07-22,1001,2,13,8118.89
500416,2025-07-23,1001,2,6,3747.18
500417,2025-07-24,1001,2,16,9992.48
500418,2025-07-25,1001,2,47,29352.91
500419,2025-07-26,1001,2,87,54334.11
500420,2025-07-27,1001,2,15,9367.95
500421,2025-07-28,1001,2,18,11241.54
500422,2025-07-29,1001,2,19,11866.07
500423,2025-07-30,1001,2,54,33724.62
500424,2025-07-31,1001,2,20,12490.6
500425,2025-08-01,1001,2,42,26230.26
500426,2025-08-02,1001,2,25,15613.25
500427,2025-08-03,1001,2,4,2498.12
500428,2025-08-04,1001,2,26,16237.78
500429,2025-08-05,1001,2,41,25605.73
500430,2025-08-06,1001,2,54,33724.62
500431,2025-08-07,1001,2,40,24981.2
500432,2025-08-08,1001,2,18,11241.54
500433,2025-08-09,1001,2,39,24356.67
500434,2025-08-10,1001,2,19,11866.07
500435,2025-08-11,1001,2,49,30601.97
500436,2025-08-12,1001,2,26,16237.78
500437,2025-08-13,1001,2,13,8118.89
500438,2025-08-14,1001,2,27,16862.31
500439,2025-08-15,1001,2,15,9367.95
500440,2025-08-16,1001,2,48,29977.44
500441,2025-08-17,1001,2,28,17486.84
500442,2025-08-18,1001,2,32,19984.96
500443,2025-08-19,1001,2,6,3747.18
500444,2025-08-20,1001,2,31,19360.43
500445,2025-08-21,1001,2,35,21858.55
500446,2025-08-22,1001,2,29,18111.37
500447,2025-08-23,1001,2,58,36222.74
500448,2025-08-24,1001,2,4,2498.12
500449,2025-08-25,1001,2,24,14988.72
500450,2025-08-26,1001,2,6,3747.18
500451,2025-08-27,1001,2,28,17486.84
500452,2025-08-28,1001,2,25,15613.25
500453,2025-08-29,1001,2,6,3747.18
500454,2025-08-30,1001,2,18,11241.54
500455,2025-08-31,1001,2,21,13115.13
500456,2025-09-01,1001,2,15,9367.95
500457,2025-09-02,1001,2,19,11866.07
500458,2025-09-03,1001,2,12,7494.36
500459,2025-09-04,1001,2,30,18735.9
500460,2025-09-05,1001,2,38,23732.14
500461,2025-09-06,1001,2,74,46215.22
500462,2025-09-07,1001,2,14,8743.42
500463,2025-09-08,1001,2,25,15613.25
500464,2025-09-09,1001,2,18,11241.54
500465,2025-09-10,1001,2,23,14364.19
500466,2025-09-11,1001,2,39,24356.67
500467,2025-09-12,1001,2,23,14364.19
500468,2025-09-13,1001,2,63,39345.39
500469,2025-09-14,1001,2,3,1873.59
500470,2025-09-15,1001,2,45,28103.85
500471,2025-09-16,1001,2,25,15613.25
500472,2025-09-17,1001,2,36,22483.08
500473,2025-09-18,1001,2,51,31851.03
500474,2025-09-19,1001,2,39,24356.67
500475,2025-09-20,1001,2,101,63077.53
500476,2025-09-21,1001,2,12,7494.36
500477,2025-09-22,1001,2,8,4996.24
500478,2025-09-23,1001,2,48,29977.44
500479,2025-09-24,1001,2,41,25605.73
500480,2025-09-25,1001,2,39,24356.67
500481,2025-09-26,1001,2,57,35598.21
500482,2025-09-27,1001,2,63,39345.39
500483,2025-09-28,1001,2,22,13739.66
500484,2025-09-29,1001,2,10,6245.3
500485,2025-09-30,1001,2,44,27479.32
500486,2025-10-01,1001,2,49,30601.97
500487,2025-10-02,1001,2,18,11241.54
500488,2025-10-03,1001,2,56,34973.68
500489,2025-10-04,1001,2,34,21234.02
500490,2025-10-05,1001,2,4,2498.12
500491,2025-10-06,1001,2,30,18735.9
500492,2025-10-07,1001,2,17,10617.01
500493,2025-10-08,1001,2,38,23732.14
500494,2025-10-09,1001,2,21,13115.13
500495,2025-10-10,1001,2,17,10617.01
500496,2025-10-11,1001,2,31,19360.43
500497,2025-10-12,1001,2,30,18735.9
500498,2025-10-13,1001,2,21,13115.13
500499,2025-10-14,1001,2,54,33724.62
500500,2025-10-15,1001,2,50,31226.5
500501,2025-10-16,1001,2,43,26854.79
500502,2025-10-17,1001,2,83,51835.99
500503,2025-10-18,1001,2,28,17486.84
500504,2025-10-19,1001,2,11,6869.83
500505,2025-10-20,1001,2,36,22483.08
500506,2025-10-21,1001,2,31,19360.43
500507,2025-10-22,1001,2,39,24356.67
500508,2025-10-23,1001,2,23,14364.19
500509,2025-10-24,1001,2,47,29352.91
500510,2025-10-25,1001,2,57,35598.21
500511,2025-10-26,1001,2,20,12490.6
500512,2025-10-27,1001,2,5,3122.65
500513,2025-10-28,1001,2,46,28728.38
500514,2025-10-29,1001,2,23,14364.19
500515,2025-10-30,1001,2,7,4371.71
500516,2025-10-31,1001,2,9,5620.77
500517,2025-11-01,1001,2,8,4996.24
500518,2025-11-02,1001,2,18,11241.54
500519,2025-11-03,1001,2,35,21858.55
500520,2025-11-04,1001,2,27,16862.31
500521,2025-11-05,1001,2,39,24356.67
500522,2025-11-06,1001,2,6,3747.18
500523,2025-11-07,1001,2,21,13115.13
500524,2025-11-08,1001,2,49,30601.97
500525,2025-11-09,1001,2,48,29977.44
500526,2025-11-10,1001,2,39,24356.67
500527,2025-11-11,1001,2,53,33100.09
500528,2025-11-12,1001,2,10,6245.3
500529,2025-11-13,1001,2,17,10617.01
500530,2025-11-14,1001,2,19,11866.07
500531,2025-11-15,1001,2,64,39969.92
500532,2025-11-16,1001,2,26,16237.78
500533,2025-11-17,1001,2,56,34973.68
500534,2025-11-18,1001,2,68,42468.04
500535,2025-11-19,1001,2,39,24356.67
500536,2025-11-20,1001,2,64,39969.92
500537,2025-11-21,1001,2,61,38096.33
500538,2025-11-22,1001,2,34,21234.02
500539,2025-11-23,1001,2,23,14364.19
500540,2025-11-24,1001,2,59,36847.27
500541,2025-11-25,1001,2,28,17486.84
500542,2025-11-26,1001,2,53,33100.09
500543,2025-11-27,1001,2,40,24981.2
500544,2025-11-28,1001,2,29,18111.37
500545,2025-11-29,1001,2,62,38720.86
500546,2025-11-30,1001,2,24,14988.72
500547,2025-12-01,1001,2,40,24981.2
500548,2025-12-02,1001,2,26,16237.78
500549,2025-12-03,1001,2,61,38096.33
500550,2025-12-04,1001,2,10,6245.3
500551,2025-12-05,1001,2,44,27479.32
500552,2025-12-06,1001,2,148,92430.44
500553,2025-12-07,1001,2,38,23732.14
500554,2025-12-08,1001,2,57,35598.21
500555,2025-12-09,1001,2,44,27479.32
500556,2025-12-10,1001,2,52,32475.56
500557,2025-12-11,1001,2,11,6869.83
500558,2025-12-12,1001,2,78,48713.34
500559,2025-12-13,1001,2,58,36222.74
500560,2025-12-14,1001,2,4,2498.12
500561,2025-12-15,1001,2,8,4996.24
500562,2025-12-16,1001,2,17,10617.01
500563,2025-12-17,1001,2,39,24356.67
500564,2025-12-18,1001,2,32,19984.96
500565,2025-12-19,1001,2,96,59954.88
500566,2025-12-20,1001,2,83,51835.99
500567,2025-12-21,1001,2,24,14988.72
500568,2025-12-22,1001,2,39,24356.67
500569,2025-12-23,1001,2,29,18111.37
500570,2025-12-24,1001,2,60,37471.8
500571,2025-12-25,1001,2,34,21234.02
500572,2025-12-26,1001,2,96,59954.88
500573,2025-12-27,1001,2,76,47464.28
500574,2025-12-28,1001,2,26,16237.78
500575,2025-12-29,1001,2,60,37471.8
500576,2025-12-30,1001,2,66,41218.98
500577,2025-12-31,1001,2,60,37471.8
500578,2026-01-01,1001,2,39,24356.67
500579,2026-01-02,1001,2,28,17486.84
500580,2026-01-03,1001,2,70,43717.1
500581,2026-01-04,1001,2,11,6869.83
500582,2026-01-05,1001,2,45,28103.85
500583,2026-01-06,1001,2,12,7494.36
500584,2026-01-07,1001,2,20,12490.6
500585,2026-01-08,1001,2,43,26854.79
500586,2026-01-09,1001,2,18,11241.54
500587,2026-01-10,1001,2,30,18735.9
500588,2026-01-11,1001,2,5,3122.65
500589,2026-01-12,1001,2,7,4371.71
500590,2026-01-13,1001,2,51,31851.03
500591,2026-01-14,1001,2,58,36222.74
500592,2026-01-15,1001,2,27,16862.31
500593,2026-01-16,1001,2,62,38720.86
500594,2026-01-17,1001,2,47,29352.91
500595,2026-01-18,1001,2,22,13739.66
500596,2026-01-19,1001,2,60,37471.8
500597,2026-01-20,1001,2,56,34973.68
500598,2026-01-21,1001,2,37,23107.61
500599,2026-01-22,1001,2,58,36222.74
500600,2026-01-23,1001,2,22,13739.66
500601,2026-01-24,1001,2,61,38096.33
500602,2026-01-25,1001,2,23,14364.19
500603,2026-01-26,1001,2,40,24981.2
500604,2026-01-27,1001,2,24,14988.72
500605,2026-01-28,1001,2,31,19360.43
500606,2026-01-29,1001,2,59,36847.27
500607,2026-01-30,1001,2,41,25605.73
500608,2026-01-31,1001,2,21,13115.13
500609,2026-02-01,1001,2,4,2498.12
500610,2026-02-02,1001,2,8,4996.24
500611,2026-02-03,1001,2,4,2498.12
500612,2026-02-04,1001,2,24,14988.72
500613,2026-02-05,1001,2,29,18111.37
500614,2026-02-06,1001,2,42,26230.26
500615,2026-02-07,1001,2,23,14364.19
500616,2026-02-08,1001,2,20,12490.6
500617,2026-02-09,1001,2,26,16237.78
500618,2026-02-10,1001,2,21,13115.13
500619,2026-02-11,1001,2,63,39345.39
500620,2026-02-12,1001,2,16,9992.48
500621,2026-02-13,1001,2,15,9367.95
500622,2026-02-14,1001,2,25,15613.25
500623,2026-02-15,1001,2,19,11866.07
500624,2026-02-16,1001,2,11,6869.83
500625,2026-02-17,1001,2,21,13115.13
500626,2026-02-18,1001,2,32,19984.96
500627,2026-02-19,1001,2,38,23732.14
500628,2026-02-20,1001,2,50,31226.5
500629,2026-02-21,1001,2,55,34349.15
500630,2026-02-22,1001,2,12,7494.36
500631,2026-02-23,1001,2,42,26230.26
500632,2026-02-24,1001,2,24,14988.72
500633,2026-02-25,1001,2,10,6245.3
