inventario_id,fecha_snapshot,producto_id,sucursal_id,stock_actual,stock_en_transito
900061,2025-09-01,1001,1,242,485
900062,2025-09-02,1001,1,235,485
900063,2025-09-03,1001,1,712,0
900064,2025-09-04,1001,1,694,0
900065,2025-09-05,1001,1,596,0
900066,2025-09-06,1001,1,512,0
900067,2025-09-07,1001,1,481,0
900068,2025-09-08,1001,1,428,0
900069,2025-09-09,1001,1,407,0
900070,2025-09-10,1001,1,333,0
900071,2025-09-11,1001,1,294,456
900072,2025-09-12,1001,1,285,456
900073,2025-09-13,1001,1,271,456
900074,2025-09-14,1001,1,250,456
900075,2025-09-15,1001,1,200,456
900076,2025-09-16,1001,1,621,0
900077,2025-09-17,1001,1,526,0
900078,2025-09-18,1001,1,500,0
900079,2025-09-19,1001,1,445,0
900080,2025-09-20,1001,1,347,0
900081,2025-09-21,1001,1,335,0
900082,2025-09-22,1001,1,304,0
900083,2025-09-23,1001,1,278,468
900084,2025-09-24,1001,1,265,468
900085,2025-09-25,1001,1,165,468
900086,2025-09-26,1001,1,118,468
900087,2025-09-27,1001,1,575,0
900088,2025-09-28,1001,1,538,0
900089,2025-09-29,1001,1,498,0
900090,2025-09-30,1001,1,459,0
900091,2025-10-01,1001,1,436,0
900092,2025-10-02,1001,1,383,0
900093,2025-10-03,1001,1,296,282
900094,2025-10-04,1001,1,283,282
900095,2025-10-05,1001,1,279,282
900096,2025-10-06,1001,1,222,282
900097,2025-10-07,1001,1,471,0
900098,2025-10-08,1001,1,451,0
900099,2025-10-09,1001,1,430,0
900100,2025-10-10,1001,1,420,0
900101,2025-10-11,1001,1,373,0
900102,2025-10-12,1001,1,265,453
900103,2025-10-13,1001,1,227,453
900104,2025-10-14,1001,1,194,453
900105,2025-10-15,1001,1,574,0
900106,2025-10-16,1001,1,565,0
900107,2025-10-17,1001,1,515,0
900108,2025-10-18,1001,1,453,0
900109,2025-10-19,1001,1,435,0
900110,2025-10-20,1001,1,393,0
900111,2025-10-21,1001,1,367,0
900112,2025-10-22,1001,1,314,0
900113,2025-10-23,1001,1,259,469
900114,2025-10-24,1001,1,208,469
900115,2025-10-25,1001,1,163,469
900116,2025-10-26,1001,1,144,469
900117,2025-10-27,1001,1,107,469
900118,2025-10-28,1001,1,549,0
900119,2025-10-29,1001,1,498,0
900120,2025-10-30,1001,1,491,0
900121,2025-10-31,1001,1,445,0
900122,2025-11-01,1001,1,383,0
900123,2025-11-02,1001,1,354,0
900124,2025-11-03,1001,1,323,0
900125,2025-11-04,1001,1,281,0
900126,2025-11-05,1001,1,251,438
900127,2025-11-06,1001,1,219,438
900128,2025-11-07,1001,1,153,438
900129,2025-11-08,1001,1,578,0
900130,2025-11-09,1001,1,549,0
900131,2025-11-10,1001,1,540,0
900132,2025-11-11,1001,1,501,0
900133,2025-11-12,1001,1,436,0
900134,2025-11-13,1001,1,399,0
900135,2025-11-14,1001,1,369,0
900136,2025-11-15,1001,1,339,0
900137,2025-11-16,1001,1,305,0
900138,2025-11-17,1001,1,274,0
900139,2025-11-18,1001,1,224,312
900140,2025-11-19,1001,1,189,312
900141,2025-11-20,1001,1,179,312
900142,2025-11-21,1001,1,456,0
900143,2025-11-22,1001,1,345,0
900144,2025-11-23,1001,1,299,0
900145,2025-11-24,1001,1,250,480
900146,2025-11-25,1001,1,195,480
900147,2025-11-26,1001,1,179,480
900148,2025-11-27,1001,1,132,480
900149,2025-11-28,1001,1,74,480
900150,2025-11-29,1001,1,513,0
900151,2025-11-30,1001,1,485,0
900152,2025-12-01,1001,1,427,0
900153,2025-12-02,1001,1,399,0
900154,2025-12-03,1001,1,333,0
900155,2025-12-04,1001,1,225,508
900156,2025-12-05,1001,1,152,508
900157,2025-12-06,1001,1,39,508
900158,2025-12-07,1001,1,487,0
900159,2025-12-08,1001,1,399,0
900160,2025-12-09,1001,1,343,0
900161,2025-12-10,1001,1,311,495
900162,2025-12-11,1001,1,225,495
900163,2025-12-12,1001,1,142,495
900164,2025-12-13,1001,1,599,0
900165,2025-12-14,1001,1,558,0
900166,2025-12-15,1001,1,525,0
900167,2025-12-16,1001,1,416,0
900168,2025-12-17,1001,1,382,0
900169,2025-12-18,1001,1,342,532
900170,2025-12-19,1001,1,288,532
900171,2025-12-20,1001,1,263,532
900172,2025-12-21,1001,1,212,532
900173,2025-12-22,1001,1,143,532
900174,2025-12-23,1001,1,610,0
900175,2025-12-24,1001,1,535,0
900176,2025-12-25,1001,1,454,0
900177,2025-12-26,1001,1,343,646
900178,2025-12-27,1001,1,262,646
900179,2025-12-28,1001,1,240,646
900180,2025-12-29,1001,1,162,646
900181,2025-12-30,1001,1,127,646
900182,2025-12-31,1001,1,754,0
900183,2026-01-01,1001,1,745,0
900184,2026-01-02,1001,1,690,0
900185,2026-01-03,1001,1,618,0
900186,2026-01-04,1001,1,604,0
900187,2026-01-05,1001,1,544,0
900188,2026-01-06,1001,1,534,0
900189,2026-01-07,1001,1,517,0
900190,2026-01-08,1001,1,508,0
900191,2026-01-09,1001,1,431,0
900192,2026-01-10,1001,1,388,0
900193,2026-01-11,1001,1,363,606
900194,2026-01-12,1001,1,300,606
900195,2026-01-13,1001,1,265,606
900196,2026-01-14,1001,1,779,0
900197,2026-01-15,1001,1,753,0
900198,2026-01-16,1001,1,736,0
900199,2026-01-17,1001,1,725,0
900200,2026-01-18,1001,1,698,0
900201,2026-01-19,1001,1,677,0
900202,2026-01-20,1001,1,641,0
900203,2026-01-21,1001,1,601,0
900204,2026-01-22,1001,1,562,0
900205,2026-01-23,1001,1,509,0
900206,2026-01-24,1001,1,465,0
900207,2026-01-25,1001,1,461,0
900208,2026-01-26,1001,1,443,0
900209,2026-01-27,1001,1,407,0
900210,2026-01-28,1001,1,350,0
900211,2026-01-29,1001,1,306,484
900212,2026-01-30,1001,1,267,484
900213,2026-01-31,1001,1,250,484
900214,2026-02-01,1001,1,705,0
900215,2026-02-02,1001,1,648,0
900216,2026-02-03,1001,1,618,0
900217,2026-02-04,1001,1,571,0
900218,2026-02-05,1001,1,509,0
900219,2026-02-06,1001,1,493,0
900220,2026-02-07,1001,1,475,0
900221,2026-02-08,1001,1,435,0
900222,2026-02-09,1001,1,420,0
900223,2026-02-10,1001,1,396,0
900224,2026-02-11,1001,1,336,0
900225,2026-02-12,1001,1,310,0
900226,2026-02-13,1001,1,275,0
900227,2026-02-14,1001,1,237,405
900228,2026-02-15,1001,1,193,405
900229,2026-02-16,1001,1,151,405
900230,2026-02-17,1001,1,113,405
900231,2026-02-18,1001,1,486,0
900232,2026-02-19,1001,1,459,0
900233,2026-02-20,1001,1,429,0
900234,2026-02-21,1001,1,383,0
900235,2026-02-22,1001,1,350,0
900236,2026-02-23,1001,1,311,0
900237,2026-02-24,1001,1,282,0
900238,2026-02-25,1001,1,259,0
900239,2026-02-26,1001,1,243,0
900240,2026-02-27,1001,1,204,409
900241,2026-02-28,1001,1,127,409
900242,2026-03-01,1001,1,90,409
900243,2026-03-02,1001,1,46,409
900244,2026-03-03,1001,1,0,409
900245,2026-03-04,1001,1,341,0
900246,2026-03-05,1001,1,314,0
900247,2026-03-06,1001,1,285,0
900248,2026-03-07,1001,1,177,339
900249,2026-03-08,1001,1,156,339
900250,2026-03-09,1001,1,124,339
900251,2026-03-10,1001,1,117,339
900252,2026-03-11,1001,1,54,339
900253,2026-03-12,1001,1,365,0
900254,2026-03-13,1001,1,340,0
900255,2026-03-14,1001,1,273,0
900256,2026-03-15,1001,1,253,411
900257,2026-03-16,1001,1,222,411
900258,2026-03-17,1001,1,202,411
900259,2026-03-18,1001,1,128,411
900260,2026-03-19,1001,1,529,0
900261,2026-03-20,1001,1,487,0
900262,2026-03-21,1001,1,437,0
900263,2026-03-22,1001,1,383,0
900264,2026-03-23,1001,1,341,0
900265,2026-03-24,1001,1,317,0
900266,2026-03-25,1001,1,281,0
900267,2026-03-26,1001,1,274,0
900268,2026-03-27,1001,1,204,495
900269,2026-03-28,1001,1,142,495
900270,2026-03-29,1001,1,123,495
900271,2026-03-30,1001,1,573,0
900272,2026-03-31,1001,1,549,0
900273,2026-04-01,1001,1,526,0
900274,2026-04-02,1001,1,470,0
900275,2026-04-03,1001,1,411,0
900276,2026-04-04,1001,1,304,0
900277,2026-04-05,1001,1,299,0
900278,2026-04-06,1001,1,290,0
900279,2026-04-07,1001,1,265,378
900280,2026-04-08,1001,1,235,378
900281,2026-04-09,1001,1,128,378
900282,2026-04-10,1001,1,458,0
900283,2026-04-11,1001,1,335,0
900284,2026-04-12,1001,1,279,519
900285,2026-04-13,1001,1,246,519
900286,2026-04-14,1001,1,187,519
900287,2026-04-15,1001,1,178,519
900288,2026-04-16,1001,1,634,0
900289,2026-04-17,1001,1,625,0
900290,2026-04-18,1001,1,523,0
900291,2026-04-19,1001,1,486,0
900292,2026-04-20,1001,1,460,0
900293,2026-04-21,1001,1,418,0
900294,2026-04-22,1001,1,386,0
900295,2026-04-23,1001,1,336,0
900296,2026-04-24,1001,1,232,572
900297,2026-04-25,1001,1,168,572
900298,2026-04-26,1001,1,142,572
900299,2026-04-27,1001,1,694,0
900300,2026-04-28,1001,1,608,0
900301,2026-04-29,1001,1,549,0
900302,2026-04-30,1001,1,461,0
900303,2026-05-01,1001,1,449,0
900304,2026-05-02,1001,1,395,0
900305,2026-05-03,1001,1,372,0
900306,2026-05-04,1001,1,361,0
900307,2026-05-05,1001,1,317,367
900308,2026-05-06,1001,1,298,367
900309,2026-05-07,1001,1,233,367
900310,2026-05-08,1001,1,199,367
900311,2026-05-09,1001,1,141,367
900312,2026-05-10,1001,1,501,0
900313,2026-05-11,1001,1,439,0
900314,2026-05-12,1001,1,416,0
900315,2026-05-13,1001,1,357,0
900316,2026-05-14,1001,1,303,527
900317,2026-05-15,1001,1,216,527
900318,2026-05-16,1001,1,184,527
900319,2026-05-17,1001,1,693,0
900320,2026-05-18,1001,1,624,0
900321,2026-05-19,1001,1,607,0
900322,2026-05-20,1001,1,515,0
900323,2026-05-21,1001,1,431,0
900324,2026-05-22,1001,1,383,0
900325,2026-05-23,1001,1,343,553
900326,2026-05-24,1001,1,301,553
900327,2026-05-25,1001,1,258,553
900328,2026-05-26,1001,1,752,0
900329,2026-05-27,1001,1,709,0
900330,2026-05-28,1001,1,669,0
900331,2026-05-29,1001,1,560,0
900332,2026-05-30,1001,1,542,0
900333,2026-05-31,1001,1,536,0
900334,2026-06-01,1001,1,492,0
900335,2026-06-02,1001,1,453,0
900336,2026-06-03,1001,1,372,0
900337,2026-06-04,1001,1,328,517
900338,2026-06-05,1001,1,124,517
900339,2026-06-06,1001,1,63,517
900340,2026-06-07,1001,1,559,0
900341,2026-06-08,1001,1,528,0
900342,2026-06-09,1001,1,476,0
900343,2026-06-10,1001,1,460,0
900344,2026-06-11,1001,1,439,0
900345,2026-06-12,1001,1,376,0
900346,2026-06-13,1001,1,312,560
900347,2026-06-14,1001,1,305,560
900348,2026-06-15,1001,1,241,560
900349,2026-06-16,1001,1,221,560
900350,2026-06-17,1001,1,197,560
900351,2026-06-18,1001,1,744,0
900352,2026-06-19,1001,1,704,0
900353,2026-06-20,1001,1,612,0
900354,2026-06-21,1001,1,579,0
900355,2026-06-22,1001,1,554,0
900356,2026-06-23,1001,1,496,0
900357,2026-06-24,1001,1,450,0
900358,2026-06-25,1001,1,402,0
900359,2026-06-26,1001,1,326,561
900360,2026-06-27,1001,1,307,561
900361,2026-06-28,1001,1,297,561
900362,2026-06-29,1001,1,834,0
900363,2026-06-30,1001,1,772,0
900364,2026-07-01,1001,1,728,0
900365,2026-07-02,1001,1,714,0
900366,2026-07-03,1001,1,666,0
900367,2026-07-04,1001,1,567,0
900368,2026-07-05,1001,1,522,0
900369,2026-07-06,1001,1,482,0
900370,2026-07-07,1001,1,472,0
900371,2026-07-08,1001,1,459,0
900372,2026-07-09,1001,1,426,0
900373,2026-07-10,1001,1,380,0
900374,2026-07-11,1001,1,368,0
900375,2026-07-12,1001,1,353,0
900376,2026-07-13,1001,1,294,285
900377,2026-07-14,1001,1,260,285
900378,2026-07-15,1001,1,209,285
900379,2026-07-16,1001,1,182,285
900380,2026-07-17,1001,1,91,285
900381,2026-07-18,1001,1,327,0
900382,2026-07-19,1001,1,302,475
900383,2026-07-20,1001,1,220,475
900384,2026-07-21,1001,1,192,475
900385,2026-07-22,1001,1,164,475
900386,2026-07-23,1001,1,151,475
900387,2026-07-24,1001,1,578,0
900388,2026-07-25,1001,1,551,0
900389,2026-07-26,1001,1,543,0
900390,2026-07-27,1001,1,514,0
900391,2026-07-28,1001,1,477,0
900392,2026-07-29,1001,1,414,0
900393,2026-07-30,1001,1,394,0
900394,2026-07-31,1001,1,345,0
900395,2026-08-01,1001,1,305,0
900396,2025-07-03,1001,2,220,378
900397,2025-07-04,1001,2,164,378
900398,2025-07-05,1001,2,125,378
900399,2025-07-06,1001,2,92,378
900400,2025-07-07,1001,2,438,0
900401,2025-07-08,1001,2,427,0
900402,2025-07-09,1001,2,416,0
900403,2025-07-10,1001,2,368,0
900404,2025-07-11,1001,2,327,0
900405,2025-07-12,1001,2,292,0
900406,2025-07-13,1001,2,284,0
900407,2025-07-14,1001,2,250,0
900408,2025-07-15,1001,2,207,405
900409,2025-07-16,1001,2,181,405
900410,2025-07-17,1001,2,150,405
900411,2025-07-18,1001,2,91,405
900412,2025-07-19,1001,2,487,0
900413,2025-07-20,1001,2,472,0
900414,2025-07-21,1001,2,426,0
900415,2025-07-22,1001,2,413,0
900416,2025-07-23,1001,2,407,0
900417,2025-07-24,1001,2,391,0
900418,2025-07-25,1001,2,344,0
900419,2025-07-26,1001,2,257,0
900420,2025-07-27,1001,2,242,0
900421,2025-07-28,1001,2,224,349
900422,2025-07-29,1001,2,205,349
900423,2025-07-30,1001,2,151,349
900424,2025-07-31,1001,2,480,0
900425,2025-08-01,1001,2,438,0
900426,2025-08-02,1001,2,413,0
900427,2025-08-03,1001,2,409,0
900428,2025-08-04,1001,2,383,0
900429,2025-08-05,1001,2,342,0
900430,2025-08-06,1001,2,288,0
900431,2025-08-07,1001,2,248,0
900432,2025-08-08,1001,2,230,0
900433,2025-08-09,1001,2,191,383
900434,2025-08-10,1001,2,172,383
900435,2025-08-11,1001,2,123,383
900436,2025-08-12,1001,2,97,383
900437,2025-08-13,1001,2,84,383
900438,2025-08-14,1001,2,440,0
900439,2025-08-15,1001,2,425,0
900440,2025-08-16,1001,2,377,0
900441,2025-08-17,1001,2,349,0
900442,2025-08-18,1001,2,317,0
900443,2025-08-19,1001,2,311,0
900444,2025-08-20,1001,2,280,0
900445,2025-08-21,1001,2,245,0
900446,2025-08-22,1001,2,216,0
900447,2025-08-23,1001,2,158,399
900448,2025-08-24,1001,2,154,399
900449,2025-08-25,1001,2,130,399
900450,2025-08-26,1001,2,124,399
900451,2025-08-27,1001,2,96,399
900452,2025-08-28,1001,2,470,0
900453,2025-08-29,1001,2,464,0
900454,2025-08-30,1001,2,446,0
900455,2025-08-31,1001,2,425,0
900456,2025-09-01,1001,2,410,0
900457,2025-09-02,1001,2,391,0
900458,2025-09-03,1001,2,379,0
900459,2025-09-04,1001,2,349,0
900460,2025-09-05,1001,2,311,0
900461,2025-09-06,1001,2,237,0
900462,2025-09-07,1001,2,223,0
900463,2025-09-08,1001,2,198,313
900464,2025-09-09,1001,2,180,313
900465,2025-09-10,1001,2,157,313
900466,2025-09-11,1001,2,431,0
900467,2025-09-12,1001,2,408,0
900468,2025-09-13,1001,2,345,0
900469,2025-09-14,1001,2,342,0
900470,2025-09-15,1001,2,297,0
900471,2025-09-16,1001,2,272,0
900472,2025-09-17,1001,2,236,0
900473,2025-09-18,1001,2,185,332
900474,2025-09-19,1001,2,146,332
900475,2025-09-20,1001,2,45,332
900476,2025-09-21,1001,2,33,332
900477,2025-09-22,1001,2,25,332
900478,2025-09-23,1001,2,309,0
900479,2025-09-24,1001,2,268,0
900480,2025-09-25,1001,2,229,0
900481,2025-09-26,1001,2,172,364
900482,2025-09-27,1001,2,109,364
900483,2025-09-28,1001,2,87,364
900484,2025-09-29,1001,2,77,364
900485,2025-09-30,1001,2,397,0
900486,2025-10-01,1001,2,348,0
900487,2025-10-02,1001,2,330,0
900488,2025-10-03,1001,2,274,0
900489,2025-10-04,1001,2,240,0
900490,2025-10-05,1001,2,236,0
900491,2025-10-06,1001,2,206,352
900492,2025-10-07,1001,2,189,352
900493,2025-10-08,1001,2,151,352
900494,2025-10-09,1001,2,130,352
900495,2025-10-10,1001,2,465,0
900496,2025-10-11,1001,2,434,0
900497,2025-10-12,1001,2,404,0
900498,2025-10-13,1001,2,383,0
900499,2025-10-14,1001,2,329,0
900500,2025-10-15,1001,2,279,0
900501,2025-10-16,1001,2,236,374
900502,2025-10-17,1001,2,153,374
900503,2025-10-18,1001,2,125,374
900504,2025-10-19,1001,2,114,374
900505,2025-10-20,1001,2,452,0
900506,2025-10-21,1001,2,421,0
900507,2025-10-22,1001,2,382,0
900508,2025-10-23,1001,2,359,0
900509,2025-10-24,1001,2,312,0
900510,2025-10-25,1001,2,255,0
900511,2025-10-26,1001,2,235,405
900512,2025-10-27,1001,2,230,405
900513,2025-10-28,1001,2,184,405
900514,2025-10-29,1001,2,161,405
900515,2025-10-30,1001,2,154,405
900516,2025-10-31,1001,2,550,0
900517,2025-11-01,1001,2,542,0
900518,2025-11-02,1001,2,524,0
900519,2025-11-03,1001,2,489,0
900520,2025-11-04,1001,2,462,0
900521,2025-11-05,1001,2,423,0
900522,2025-11-06,1001,2,417,0
900523,2025-11-07,1001,2,396,0
900524,2025-11-08,1001,2,347,0
900525,2025-11-09,1001,2,299,0
900526,2025-11-10,1001,2,260,0
900527,2025-11-11,1001,2,207,344
900528,2025-11-12,1001,2,197,344
900529,2025-11-13,1001,2,180,344
900530,2025-11-14,1001,2,505,0
900531,2025-11-15,1001,2,441,0
900532,2025-11-16,1001,2,415,0
900533,2025-11-17,1001,2,359,0
900534,2025-11-18,1001,2,291,0
900535,2025-11-19,1001,2,252,0
900536,2025-11-20,1001,2,188,407
900537,2025-11-21,1001,2,127,407
900538,2025-11-22,1001,2,93,407
900539,2025-11-23,1001,2,70,407
900540,2025-11-24,1001,2,11,407
900541,2025-11-25,1001,2,390,0
900542,2025-11-26,1001,2,337,0
900543,2025-11-27,1001,2,297,0
900544,2025-11-28,1001,2,268,0
900545,2025-11-29,1001,2,206,426
900546,2025-11-30,1001,2,182,426
900547,2025-12-01,1001,2,142,426
900548,2025-12-02,1001,2,542,0
900549,2025-12-03,1001,2,481,0
900550,2025-12-04,1001,2,471,0
900551,2025-12-05,1001,2,427,0
900552,2025-12-06,1001,2,279,0
900553,2025-12-07,1001,2,241,438
900554,2025-12-08,1001,2,184,438
900555,2025-12-09,1001,2,140,438
900556,2025-12-10,1001,2,88,438
900557,2025-12-11,1001,2,515,0
900558,2025-12-12,1001,2,437,0
900559,2025-12-13,1001,2,379,0
900560,2025-12-14,1001,2,375,0
900561,2025-12-15,1001,2,367,0
900562,2025-12-16,1001,2,350,0
900563,2025-12-17,1001,2,311,0
900564,2025-12-18,1001,2,279,439
900565,2025-12-19,1001,2,183,439
900566,2025-12-20,1001,2,100,439
900567,2025-12-21,1001,2,76,439
900568,2025-12-22,1001,2,476,0
900569,2025-12-23,1001,2,447,0
900570,2025-12-24,1001,2,387,0
900571,2025-12-25,1001,2,353,0
900572,2025-12-26,1001,2,257,535
900573,2025-12-27,1001,2,181,535
900574,2025-12-28,1001,2,155,535
900575,2025-12-29,1001,2,95,535
900576,2025-12-30,1001,2,564,0
900577,2025-12-31,1001,2,504,0
900578,2026-01-01,1001,2,465,0
900579,2026-01-02,1001,2,437,0
900580,2026-01-03,1001,2,367,0
900581,2026-01-04,1001,2,356,0
900582,2026-01-05,1001,2,311,498
900583,2026-01-06,1001,2,299,498
900584,2026-01-07,1001,2,279,498
900585,2026-01-08,1001,2,734,0
900586,2026-01-09,1001,2,716,0
900587,2026-01-10,1001,2,686,0
900588,2026-01-11,1001,2,681,0
900589,2026-01-12,1001,2,674,0
900590,2026-01-13,1001,2,623,0
900591,2026-01-14,1001,2,565,0
900592,2026-01-15,1001,2,538,0
900593,2026-01-16,1001,2,476,0
900594,2026-01-17,1001,2,429,0
900595,2026-01-18,1001,2,407,0
900596,2026-01-19,1001,2,347,0
900597,2026-01-20,1001,2,291,457
900598,2026-01-21,1001,2,254,457
900599,2026-01-22,1001,2,196,457
900600,2026-01-23,1001,2,174,457
900601,2026-01-24,1001,2,570,0
900602,2026-01-25,1001,2,547,0
900603,2026-01-26,1001,2,507,0
900604,2026-01-27,1001,2,483,0
900605,2026-01-28,1001,2,452,0
900606,2026-01-29,1001,2,393,0
900607,2026-01-30,1001,2,352,0
900608,2026-01-31,1001,2,331,0
900609,2026-02-01,1001,2,327,0
900610,2026-02-02,1001,2,319,0
900611,2026-02-03,1001,2,315,0
900612,2026-02-04,1001,2,291,0
900613,2026-02-05,1001,2,262,417
900614,2026-02-06,1001,2,220,417
900615,2026-02-07,1001,2,197,417
900616,2026-02-08,1001,2,594,0
900617,2026-02-09,1001,2,568,0
900618,2026-02-10,1001,2,547,0
900619,2026-02-11,1001,2,484,0
900620,2026-02-12,1001,2,468,0
900621,2026-02-13,1001,2,453,0
900622,2026-02-14,1001,2,428,0
900623,2026-02-15,1001,2,409,0
900624,2026-02-16,1001,2,398,0
900625,2026-02-17,1001,2,377,0
900626,2026-02-18,1001,2,345,0
900627,2026-02-19,1001,2,307,0
900628,2026-02-20,1001,2,257,0
900629,2026-02-21,1001,2,202,367
900630,2026-02-22,1001,2,190,367
900631,2026-02-23,1001,2,148,367
900632,2026-02-24,1001,2,124,367
900633,2026-02-25,1001,2,481,0
900634,2026-02-26,1001,2,442,0
900635,2026-02-27,1001,2,433,0
900636,2026-02-28,1001,2,363,0
900637,2026-03-01,1001,2,346,0
900638,2026-03-02,1001,2,321,0
900639,2026-03-03,1001,2,293,0
900640,2026-03-04,1001,2,278,0
900641,2026-03-05,1001,2,270,0
900642,2026-03-06,1001,2,177,364
900643,2026-03-07,1001,2,152,364
900644,2026-03-08,1001,2,125,364
900645,2026-03-09,1001,2,74,364
900646,2026-03-10,1001,2,53,364
900647,2026-03-11,1001,2,372,0
900648,2026-03-12,1001,2,347,0
900649,2026-03-13,1001,2,234,0
900650,2026-03-14,1001,2,205,345
900651,2026-03-15,1001,2,171,345
900652,2026-03-16,1001,2,152,345
900653,2026-03-17,1001,2,467,0
900654,2026-03-18,1001,2,424,0
900655,2026-03-19,1001,2,366,0
900656,2026-03-20,1001,2,327,0
900657,2026-03-21,1001,2,247,0
900658,2026-03-22,1001,2,227,382
900659,2026-03-23,1001,2,212,382
900660,2026-03-24,1001,2,149,382
900661,2026-03-25,1001,2,113,382
900662,2026-03-26,1001,2,439,0
900663,2026-03-27,1001,2,416,0
900664,2026-03-28,1001,2,371,0
900665,2026-03-29,1001,2,351,0
900666,2026-03-30,1001,2,314,0
900667,2026-03-31,1001,2,261,0
900668,2026-04-01,1001,2,216,441
900669,2026-04-02,1001,2,178,441
900670,2026-04-03,1001,2,152,441
900671,2026-04-04,1001,2,132,441
900672,2026-04-05,1001,2,546,0
900673,2026-04-06,1001,2,523,0
900674,2026-04-07,1001,2,460,0
900675,2026-04-08,1001,2,416,0
900676,2026-04-09,1001,2,390,0
900677,2026-04-10,1001,2,288,0
900678,2026-04-11,1001,2,235,471
900679,2026-04-12,1001,2,218,471
900680,2026-04-13,1001,2,142,471
900681,2026-04-14,1001,2,112,471
900682,2026-04-15,1001,2,59,471
900683,2026-04-16,1001,2,506,0
900684,2026-04-17,1001,2,500,0
900685,2026-04-18,1001,2,448,0
900686,2026-04-19,1001,2,413,0
900687,2026-04-20,1001,2,379,0
900688,2026-04-21,1001,2,353,0
900689,2026-04-22,1001,2,319,0
900690,2026-04-23,1001,2,266,365
900691,2026-04-24,1001,2,243,365
900692,2026-04-25,1001,2,182,365
900693,2026-04-26,1001,2,165,365
900694,2026-04-27,1001,2,147,365
900695,2026-04-28,1001,2,479,0
900696,2026-04-29,1001,2,457,0
900697,2026-04-30,1001,2,451,0
900698,2026-05-01,1001,2,405,0
900699,2026-05-02,1001,2,351,0
900700,2026-05-03,1001,2,335,0
900701,2026-05-04,1001,2,313,0
900702,2026-05-05,1001,2,307,0
900703,2026-05-06,1001,2,258,0
900704,2026-05-07,1001,2,238,412
900705,2026-05-08,1001,2,219,412
900706,2026-05-09,1001,2,167,412
900707,2026-05-10,1001,2,153,412
900708,2026-05-11,1001,2,540,0
900709,2026-05-12,1001,2,527,0
900710,2026-05-13,1001,2,517,0
900711,2026-05-14,1001,2,502,0
900712,2026-05-15,1001,2,453,0
900713,2026-05-16,1001,2,367,0
900714,2026-05-17,1001,2,348,0
900715,2026-05-18,1001,2,312,0
900716,2026-05-19,1001,2,281,0
900717,2026-05-20,1001,2,263,0
900718,2026-05-21,1001,2,249,0
900719,2026-05-22,1001,2,209,389
900720,2026-05-23,1001,2,174,389
900721,2026-05-24,1001,2,163,389
900722,2026-05-25,1001,2,118,389
900723,2026-05-26,1001,2,63,389
900724,2026-05-27,1001,2,443,0
900725,2026-05-28,1001,2,402,0
900726,2026-05-29,1001,2,373,0
900727,2026-05-30,1001,2,317,0
900728,2026-05-31,1001,2,295,0
900729,2026-06-01,1001,2,288,0
900730,2026-06-02,1001,2,277,0
900731,2026-06-03,1001,2,240,0
900732,2026-06-04,1001,2,212,0
