movimiento_id,fecha,producto_id,sucursal_id,tipo_movimiento,cantidad,stock_resultante
700038,2025-08-06,1001,1,Salida por Venta,-22,438
700039,2025-08-07,1001,1,Salida por Venta,-64,374
700040,2025-08-08,1001,1,Salida por Venta,-40,334
700041,2025-08-09,1001,1,Salida por Venta,-38,296
700042,2025-08-10,1001,1,Salida por Venta,-11,285
700043,2025-08-11,1001,1,Salida por Venta,-33,252
700044,2025-08-12,1001,1,Salida por Venta,-25,227
700045,2025-08-13,1001,1,Entrada por Compra,467,694
700046,2025-08-13,1001,1,Salida por Venta,-21,673
700047,2025-08-14,1001,1,Salida por Venta,-31,642
700048,2025-08-15,1001,1,Salida por Venta,-105,537
700049,2025-08-16,1001,1,Salida por Venta,-64,473
700050,2025-08-17,1001,1,Salida por Venta,-36,437
700051,2025-08-18,1001,1,Salida por Venta,-12,425
700052,2025-08-19,1001,1,Salida por Venta,-54,371
700053,2025-08-20,1001,1,Salida por Venta,-77,294
700054,2025-08-21,1001,1,Salida por Venta,-33,261
700055,2025-08-22,1001,1,Salida por Venta,-34,227
700056,2025-08-23,1001,1,Entrada por Compra,462,689
700057,2025-08-23,1001,1,Salida por Venta,-101,588
700058,2025-08-24,1001,1,Salida por Venta,-18,570
700059,2025-08-25,1001,1,Salida por Venta,-51,519
700060,2025-08-26,1001,1,Salida por Venta,-49,470
700061,2025-08-27,1001,1,Salida por Venta,-51,419
700062,2025-08-28,1001,1,Salida por Venta,-35,384
700063,2025-08-29,1001,1,Salida por Venta,-25,359
700064,2025-08-30,1001,1,Salida por Venta,-88,271
700065,2025-08-31,1001,1,Salida por Venta,-3,268
700066,2025-09-01,1001,1,Salida por Venta,-26,242
700067,2025-09-02,1001,1,Salida por Venta,-7,235
700068,2025-09-03,1001,1,Entrada por Compra,485,720
700069,2025-09-03,1001,1,Salida por Venta,-8,712
700070,2025-09-04,1001,1,Salida por Venta,-18,694
700071,2025-09-05,1001,1,Salida por Venta,-98,596
700072,2025-09-06,1001,1,Salida por Venta,-84,512
700073,2025-09-07,1001,1,Salida por Venta,-31,481
700074,2025-09-08,1001,1,Salida por Venta,-53,428
700075,2025-09-09,1001,1,Salida por Venta,-21,407
700076,2025-09-10,1001,1,Salida por Venta,-74,333
700077,2025-09-11,1001,1,Salida por Venta,-39,294
700078,2025-09-12,1001,1,Salida por Venta,-9,285
700079,2025-09-13,1001,1,Salida por Venta,-14,271
700080,2025-09-14,1001,1,Salida por Venta,-21,250
700081,2025-09-15,1001,1,Salida por Venta,-50,200
700082,2025-09-16,1001,1,Entrada por Compra,456,656
700083,2025-09-16,1001,1,Salida por Venta,-35,621
700084,2025-09-17,1001,1,Salida por Venta,-95,526
700085,2025-09-18,1001,1,Salida por Venta,-26,500
700086,2025-09-19,1001,1,Salida por Venta,-55,445
700087,2025-09-20,1001,1,Salida por Venta,-98,347
700088,2025-09-21,1001,1,Salida por Venta,-12,335
700089,2025-09-22,1001,1,Salida por Venta,-31,304
700090,2025-09-23,1001,1,Salida por Venta,-26,278
700091,2025-09-24,1001,1,Salida por Venta,-13,265
700092,2025-09-25,1001,1,Salida por Venta,-100,165
700093,2025-09-26,1001,1,Salida por Venta,-47,118
700094,2025-09-27,1001,1,Entrada por Compra,468,586
700095,2025-09-27,1001,1,Salida por Venta,-11,575
700096,2025-09-28,1001,1,Salida por Venta,-37,538
700097,2025-09-29,1001,1,Salida por Venta,-40,498
700098,2025-09-30,1001,1,Salida por Venta,-39,459
700099,2025-10-01,1001,1,Salida por Venta,-23,436
700100,2025-10-02,1001,1,Salida por Venta,-53,383
700101,2025-10-03,1001,1,Salida por Venta,-87,296
700102,2025-10-04,1001,1,Salida por Venta,-13,283
700103,2025-10-05,1001,1,Salida por Venta,-4,279
700104,2025-10-06,1001,1,Salida por Venta,-57,222
700105,2025-10-07,1001,1,Entrada por Compra,282,504
700106,2025-10-07,1001,1,Salida por Venta,-33,471
700107,2025-10-08,1001,1,Salida por Venta,-20,451
700108,2025-10-09,1001,1,Salida por Venta,-21,430
700109,2025-10-10,1001,1,Salida por Venta,-10,420
700110,2025-10-11,1001,1,Salida por Venta,-47,373
700111,2025-10-12,1001,1,Salida por Venta,-108,265
700112,2025-10-13,1001,1,Salida por Venta,-38,227
700113,2025-10-14,1001,1,Salida por Venta,-33,194
700114,2025-10-15,1001,1,Entrada por Compra,453,647
700115,2025-10-15,1001,1,Salida por Venta,-73,574
700116,2025-10-16,1001,1,Salida por Venta,-9,565
700117,2025-10-17,1001,1,Salida por Venta,-50,515
700118,2025-10-18,1001,1,Salida por Venta,-62,453
700119,2025-10-19,1001,1,Salida por Venta,-18,435
700120,2025-10-20,1001,1,Salida por Venta,-42,393
700121,2025-10-21,1001,1,Salida por Venta,-26,367
700122,2025-10-22,1001,1,Salida por Venta,-53,314
700123,2025-10-23,1001,1,Salida por Venta,-55,259
700124,2025-10-24,1001,1,Salida por Venta,-51,208
700125,2025-10-25,1001,1,Salida por Venta,-45,163
700126,2025-10-26,1001,1,Salida por Venta,-19,144
700127,2025-10-27,1001,1,Salida por Venta,-37,107
700128,2025-10-28,1001,1,Entrada por Compra,469,576
700129,2025-10-28,1001,1,Salida por Venta,-27,549
700130,2025-10-29,1001,1,Salida por Venta,-51,498
700131,2025-10-30,1001,1,Salida por Venta,-7,491
700132,2025-10-31,1001,1,Salida por Venta,-46,445
700133,2025-11-01,1001,1,Salida por Venta,-62,383
700134,2025-11-02,1001,1,Salida por Venta,-29,354
700135,2025-11-03,1001,1,Salida por Venta,-31,323
700136,2025-11-04,1001,1,Salida por Venta,-42,281
700137,2025-11-05,1001,1,Salida por Venta,-30,251
700138,2025-11-06,1001,1,Salida por Venta,-32,219
700139,2025-11-07,1001,1,Salida por Venta,-66,153
700140,2025-11-08,1001,1,Entrada por Compra,438,591
700141,2025-11-08,1001,1,Salida por Venta,-13,578
700142,2025-11-09,1001,1,Salida por Venta,-29,549
700143,2025-11-10,1001,1,Salida por Venta,-9,540
700144,2025-11-11,1001,1,Salida por Venta,-39,501
700145,2025-11-12,1001,1,Salida por Venta,-65,436
700146,2025-11-13,1001,1,Salida por Venta,-37,399
700147,2025-11-14,1001,1,Salida por Venta,-30,369
700148,2025-11-15,1001,1,Salida por Venta,-30,339
700149,2025-11-16,1001,1,Salida por Venta,-34,305
700150,2025-11-17,1001,1,Salida por Venta,-31,274
700151,2025-11-18,1001,1,Salida por Venta,-50,224
700152,2025-11-19,1001,1,Salida por Venta,-35,189
700153,2025-11-20,1001,1,Salida por Venta,-10,179
700154,2025-11-21,1001,1,Entrada por Compra,312,491
700155,2025-11-21,1001,1,Salida por Venta,-35,456
700156,2025-11-22,1001,1,Salida por Venta,-111,345
700157,2025-11-23,1001,1,Salida por Venta,-46,299
700158,2025-11-24,1001,1,Salida por Venta,-49,250
700159,2025-11-25,1001,1,Salida por Venta,-55,195
700160,2025-11-26,1001,1,Salida por Venta,-16,179
700161,2025-11-27,1001,1,Salida por Venta,-47,132
700162,2025-11-28,1001,1,Salida por Venta,-58,74
700163,2025-11-29,1001,1,Entrada por Compra,480,554
700164,2025-11-29,1001,1,Salida por Venta,-41,513
700165,2025-11-30,1001,1,Salida por Venta,-28,485
700166,2025-12-01,1001,1,Salida por Venta,-58,427
700167,2025-12-02,1001,1,Salida por Venta,-28,399
700168,2025-12-03,1001,1,Salida por Venta,-66,333
700169,2025-12-04,1001,1,Salida por Venta,-108,225
700170,2025-12-05,1001,1,Salida por Venta,-73,152
700171,2025-12-06,1001,1,Salida por Venta,-113,39
700172,2025-12-07,1001,1,Entrada por Compra,508,547
700173,2025-12-07,1001,1,Salida por Venta,-60,487
700174,2025-12-08,1001,1,Salida por Venta,-88,399
700175,2025-12-09,1001,1,Salida por Venta,-56,343
700176,2025-12-10,1001,1,Salida por Venta,-32,311
700177,2025-12-11,1001,1,Salida por Venta,-86,225
700178,2025-12-12,1001,1,Salida por Venta,-83,142
700179,2025-12-13,1001,1,Entrada por Compra,495,637
700180,2025-12-13,1001,1,Salida por Venta,-38,599
700181,2025-12-14,1001,1,Salida por Venta,-41,558
700182,2025-12-15,1001,1,Salida por Venta,-33,525
700183,2025-12-16,1001,1,Salida por Venta,-109,416
700184,2025-12-17,1001,1,Salida por Venta,-34,382
700185,2025-12-18,1001,1,Salida por Venta,-40,342
700186,2025-12-19,1001,1,Salida por Venta,-54,288
700187,2025-12-20,1001,1,Salida por Venta,-25,263
700188,2025-12-21,1001,1,Salida por Venta,-51,212
700189,2025-12-22,1001,1,Salida por Venta,-69,143
700190,2025-12-23,1001,1,Entrada por Compra,532,675
700191,2025-12-23,1001,1,Salida por Venta,-65,610
700192,2025-12-24,1001,1,Salida por Venta,-75,535
700193,2025-12-25,1001,1,Salida por Venta,-81,454
700194,2025-12-26,1001,1,Salida por Venta,-111,343
700195,2025-12-27,1001,1,Salida por Venta,-81,262
700196,2025-12-28,1001,1,Salida por Venta,-22,240
700197,2025-12-29,1001,1,Salida por Venta,-78,162
700198,2025-12-30,1001,1,Salida por Venta,-35,127
700199,2025-12-31,1001,1,Entrada por Compra,646,773
700200,2025-12-31,1001,1,Salida por Venta,-19,754
700201,2026-01-01,1001,1,Salida por Venta,-9,745
700202,2026-01-02,1001,1,Salida por Venta,-55,690
700203,2026-01-03,1001,1,Salida por Venta,-72,618
700204,2026-01-04,1001,1,Salida por Venta,-14,604
700205,2026-01-05,1001,1,Salida por Venta,-60,544
700206,2026-01-06,1001,1,Salida por Venta,-10,534
700207,2026-01-07,1001,1,Salida por Venta,-17,517
700208,2026-01-08,1001,1,Salida por Venta,-9,508
700209,2026-01-09,1001,1,Salida por Venta,-77,431
700210,2026-01-10,1001,1,Salida por Venta,-43,388
700211,2026-01-11,1001,1,Salida por Venta,-25,363
700212,2026-01-12,1001,1,Salida por Venta,-63,300
700213,2026-01-13,1001,1,Salida por Venta,-35,265
700214,2026-01-14,1001,1,Entrada por Compra,606,871
700215,2026-01-14,1001,1,Salida por Venta,-92,779
700216,2026-01-15,1001,1,Salida por Venta,-26,753
700217,2026-01-16,1001,1,Salida por Venta,-17,736
700218,2026-01-17,1001,1,Salida por Venta,-11,725
700219,2026-01-18,1001,1,Salida por Venta,-27,698
700220,2026-01-19,1001,1,Salida por Venta,-21,677
700221,2026-01-20,1001,1,Salida por Venta,-36,641
700222,2026-01-21,1001,1,Salida por Venta,-40,601
700223,2026-01-22,1001,1,Salida por Venta,-39,562
700224,2026-01-23,1001,1,Salida por Venta,-53,509
700225,2026-01-24,1001,1,Salida por Venta,-44,465
700226,2026-01-25,1001,1,Salida por Venta,-4,461
700227,2026-01-26,1001,1,Salida por Venta,-18,443
700228,2026-01-27,1001,1,Salida por Venta,-36,407
700229,2026-01-28,1001,1,Salida por Venta,-57,350
700230,2026-01-29,1001,1,Salida por Venta,-44,306
700231,2026-01-30,1001,1,Salida por Venta,-39,267
700232,2026-01-31,1001,1,Salida por Venta,-17,250
700233,2026-02-01,1001,1,Entrada por Compra,484,734
700234,2026-02-01,1001,1,Salida por Venta,-29,705
700235,2026-02-02,1001,1,Salida por Venta,-57,648
700236,2026-02-03,1001,1,Salida por Venta,-30,618
700237,2026-02-04,1001,1,Salida por Venta,-47,571
700238,2026-02-05,1001,1,Salida por Venta,-62,509
700239,2026-02-06,1001,1,Salida por Venta,-16,493
700240,2026-02-07,1001,1,Salida por Venta,-18,475
700241,2026-02-08,1001,1,Salida por Venta,-40,435
700242,2026-02-09,1001,1,Salida por Venta,-15,420
700243,2026-02-10,1001,1,Salida por Venta,-24,396
700244,2026-02-11,1001,1,Salida por Venta,-60,336
700245,2026-02-12,1001,1,Salida por Venta,-26,310
700246,2026-02-13,1001,1,Salida por Venta,-35,275
700247,2026-02-14,1001,1,Salida por Venta,-38,237
700248,2026-02-15,1001,1,Salida por Venta,-44,193
700249,2026-02-16,1001,1,Salida por Venta,-42,151
700250,2026-02-17,1001,1,Salida por Venta,-38,113
700251,2026-02-18,1001,1,Entrada por Compra,405,518
700252,2026-02-18,1001,1,Salida por Venta,-32,486
700253,2026-02-19,1001,1,Salida por Venta,-27,459
700254,2026-02-20,1001,1,Salida por Venta,-30,429
700255,2026-02-21,1001,1,Salida por Venta,-46,383
700256,2026-02-22,1001,1,Salida por Venta,-33,350
700257,2026-02-23,1001,1,Salida por Venta,-39,311
700258,2026-02-24,1001,1,Salida por Venta,-29,282
700259,2026-02-25,1001,1,Salida por Venta,-23,259
700260,2026-02-26,1001,1,Salida por Venta,-16,243
700261,2026-02-27,1001,1,Salida por Venta,-39,204
700262,2026-02-28,1001,1,Salida por Venta,-77,127
700263,2026-03-01,1001,1,Salida por Venta,-37,90
700264,2026-03-02,1001,1,Salida por Venta,-44,46
700265,2026-03-03,1001,1,Salida por Venta,-46,0
700266,2026-03-04,1001,1,Entrada por Compra,409,409
700267,2026-03-04,1001,1,Salida por Venta,-68,341
700268,2026-03-05,1001,1,Salida por Venta,-27,314
700269,2026-03-06,1001,1,Salida por Venta,-29,285
700270,2026-03-07,1001,1,Salida por Venta,-108,177
700271,2026-03-08,1001,1,Salida por Venta,-21,156
700272,2026-03-09,1001,1,Salida por Venta,-32,124
700273,2026-03-10,1001,1,Salida por Venta,-7,117
700274,2026-03-11,1001,1,Salida por Venta,-63,54
700275,2026-03-12,1001,1,Entrada por Compra,339,393
700276,2026-03-12,1001,1,Salida por Venta,-28,365
700277,2026-03-13,1001,1,Salida por Venta,-25,340
700278,2026-03-14,1001,1,Salida por Venta,-67,273
700279,2026-03-15,1001,1,Salida por Venta,-20,253
700280,2026-03-16,1001,1,Salida por Venta,-31,222
700281,2026-03-17,1001,1,Salida por Venta,-20,202
700282,2026-03-18,1001,1,Salida por Venta,-74,128
700283,2026-03-19,1001,1,Entrada por Compra,411,539
700284,2026-03-19,1001,1,Salida por Venta,-10,529
700285,2026-03-20,1001,1,Salida por Venta,-42,487
700286,2026-03-21,1001,1,Salida por Venta,-50,437
700287,2026-03-22,1001,1,Salida por Venta,-54,383
700288,2026-03-23,1001,1,Salida por Venta,-42,341
700289,2026-03-24,1001,1,Salida por Venta,-24,317
700290,2026-03-25,1001,1,Salida por Venta,-36,281
700291,2026-03-26,1001,1,Salida por Venta,-7,274
700292,2026-03-27,1001,1,Salida por Venta,-70,204
700293,2026-03-28,1001,1,Salida por Venta,-62,142
700294,2026-03-29,1001,1,Salida por Venta,-19,123
700295,2026-03-30,1001,1,Entrada por Compra,495,618
700296,2026-03-30,1001,1,Salida por Venta,-45,573
700297,2026-03-31,1001,1,Salida por Venta,-24,549
700298,2026-04-01,1001,1,Salida por Venta,-23,526
700299,2026-04-02,1001,1,Salida por Venta,-56,470
700300,2026-04-03,1001,1,Salida por Venta,-59,411
700301,2026-04-04,1001,1,Salida por Venta,-107,304
700302,2026-04-05,1001,1,Salida por Venta,-5,299
700303,2026-04-06,1001,1,Salida por Venta,-9,290
700304,2026-04-07,1001,1,Salida por Venta,-25,265
700305,2026-04-08,1001,1,Salida por Venta,-30,235
700306,2026-04-09,1001,1,Salida por Venta,-107,128
700307,2026-04-10,1001,1,Entrada por Compra,378,506
700308,2026-04-10,1001,1,Salida por Venta,-48,458
700309,2026-04-11,1001,1,Salida por Venta,-123,335
700310,2026-04-12,1001,1,Salida por Venta,-56,279
700311,2026-04-13,1001,1,Salida por Venta,-33,246
700312,2026-04-14,1001,1,Salida por Venta,-59,187
700313,2026-04-15,1001,1,Salida por Venta,-9,178
700314,2026-04-16,1001,1,Entrada por Compra,519,697
700315,2026-04-16,1001,1,Salida por Venta,-63,634
700316,2026-04-17,1001,1,Salida por Venta,-9,625
700317,2026-04-18,1001,1,Salida por Venta,-102,523
700318,2026-04-19,1001,1,Salida por Venta,-37,486
700319,2026-04-20,1001,1,Salida por Venta,-26,460
700320,2026-04-21,1001,1,Salida por Venta,-42,418
700321,2026-04-22,1001,1,Salida por Venta,-32,386
700322,2026-04-23,1001,1,Salida por Venta,-50,336
700323,2026-04-24,1001,1,Salida por Venta,-104,232
700324,2026-04-25,1001,1,Salida por Venta,-64,168
700325,2026-04-26,1001,1,Salida por Venta,-26,142
700326,2026-04-27,1001,1,Entrada por Compra,572,714
700327,2026-04-27,1001,1,Salida por Venta,-20,694
700328,2026-04-28,1001,1,Salida por Venta,-86,608
700329,2026-04-29,1001,1,Salida por Venta,-59,549
700330,2026-04-30,1001,1,Salida por Venta,-88,461
700331,2026-05-01,1001,1,Salida por Venta,-12,449
700332,2026-05-02,1001,1,Salida por Venta,-54,395
700333,2026-05-03,1001,1,Salida por Venta,-23,372
700334,2026-05-04,1001,1,Salida por Venta,-11,361
700335,2026-05-05,1001,1,Salida por Venta,-44,317
700336,2026-05-06,1001,1,Salida por Venta,-19,298
700337,2026-05-07,1001,1,Salida por Venta,-65,233
700338,2026-05-08,1001,1,Salida por Venta,-34,199
700339,2026-05-09,1001,1,Salida por Venta,-58,141
700340,2026-05-10,1001,1,Entrada por Compra,367,508
700341,2026-05-10,1001,1,Salida por Venta,-7,501
700342,2026-05-11,1001,1,Salida por Venta,-62,439
700343,2026-05-12,1001,1,Salida por Venta,-23,416
700344,2026-05-13,1001,1,Salida por Venta,-59,357
700345,2026-05-14,1001,1,Salida por Venta,-54,303
700346,2026-05-15,1001,1,Salida por Venta,-87,216
700347,2026-05-16,1001,1,Salida por Venta,-32,184
700348,2026-05-17,1001,1,Entrada por Compra,527,711
700349,2026-05-17,1001,1,Salida por Venta,-18,693
700350,2026-05-18,1001,1,Salida por Venta,-69,624
700351,2026-05-19,1001,1,Salida por Venta,-17,607
700352,2026-05-20,1001,1,Salida por Venta,-92,515
700353,2026-05-21,1001,1,Salida por Venta,-84,431
700354,2026-05-22,1001,1,Salida por Venta,-48,383
700355,2026-05-23,1001,1,Salida por Venta,-40,343
700356,2026-05-24,1001,1,Salida por Venta,-42,301
700357,2026-05-25,1001,1,Salida por Venta,-43,258
700358,2026-05-26,1001,1,Entrada por Compra,553,811
700359,2026-05-26,1001,1,Salida por Venta,-59,752
700360,2026-05-27,1001,1,Salida por Venta,-43,709
700361,2026-05-28,1001,1,Salida por Venta,-40,669
700362,2026-05-29,1001,1,Salida por Venta,-109,560
700363,2026-05-30,1001,1,Salida por Venta,-18,542
700364,2026-05-31,1001,1,Salida por Venta,-6,536
700365,2026-06-01,1001,1,Salida por Venta,-44,492
700366,2026-06-02,1001,1,Salida por Venta,-39,453
700367,2026-06-03,1001,1,Salida por Venta,-81,372
700368,2026-06-04,1001,1,Salida por Venta,-44,328
700369,2026-06-05,1001,1,Salida por Venta,-204,124
700370,2026-06-06,1001,1,Salida por Venta,-61,63
700371,2026-06-07,1001,1,Entrada por Compra,517,580
700372,2026-06-07,1001,1,Salida por Venta,-21,559
700373,2026-06-08,1001,1,Salida por Venta,-31,528
700374,2026-06-09,1001,1,Salida por Venta,-52,476
700375,2026-06-10,1001,1,Salida por Venta,-16,460
700376,2026-06-11,1001,1,Salida por Venta,-21,439
700377,2026-06-12,1001,1,Salida por Venta,-63,376
700378,2026-06-13,1001,1,Salida por Venta,-64,312
700379,2026-06-14,1001,1,Salida por Venta,-7,305
700380,2026-06-15,1001,1,Salida por Venta,-64,241
700381,2026-06-16,1001,1,Salida por Venta,-20,221
700382,2026-06-17,1001,1,Salida por Venta,-24,197
700383,2026-06-18,1001,1,Entrada por Compra,560,757
700384,2026-06-18,1001,1,Salida por Venta,-13,744
700385,2026-06-19,1001,1,Salida por Venta,-40,704
700386,2026-06-20,1001,1,Salida por Venta,-92,612
700387,2026-06-21,1001,1,Salida por Venta,-33,579
700388,2026-06-22,1001,1,Salida por Venta,-25,554
700389,2026-06-23,1001,1,Salida por Venta,-58,496
700390,2026-06-24,1001,1,Salida por Venta,-46,450
700391,2026-06-25,1001,1,Salida por Venta,-48,402
700392,2026-06-26,1001,1,Salida por Venta,-76,326
700393,2026-06-27,1001,1,Salida por Venta,-19,307
700394,2026-06-28,1001,1,Salida por Venta,-10,297
700395,2026-06-29,1001,1,Entrada por Compra,561,858
700396,2026-06-29,1001,1,Salida por Venta,-24,834
700397,2026-06-30,1001,1,Salida por Venta,-62,772
700398,2026-07-01,1001,1,Salida por Venta,-44,728
700399,2026-07-02,1001,1,Salida por Venta,-14,714
700400,2026-07-03,1001,1,Salida por Venta,-48,666
700401,2026-07-04,1001,1,Salida por Venta,-99,567
700402,2026-07-05,1001,1,Salida por Venta,-45,522
700403,2026-07-06,1001,1,Salida por Venta,-40,482
700404,2026-07-07,1001,1,Salida por Venta,-10,472
700405,2026-07-08,1001,1,Salida por Venta,-13,459
700406,2026-07-09,1001,1,Salida por Venta,-33,426
700407,2026-07-10,1001,1,Salida por Venta,-46,380
700408,2026-07-11,1001,1,Salida por Venta,-12,368
700409,2026-07-12,1001,1,Salida por Venta,-15,353
700410,2026-07-13,1001,1,Salida por Venta,-59,294
700411,2026-07-14,1001,1,Salida por Venta,-34,260
700412,2026-07-15,1001,1,Salida por Venta,-51,209
700413,2026-07-16,1001,1,Salida por Venta,-27,182
700414,2026-07-17,1001,1,Salida por Venta,-91,91
700415,2026-07-18,1001,1,Entrada por Compra,285,376
700416,2026-07-18,1001,1,Salida por Venta,-49,327
700417,2026-07-19,1001,1,Salida por Venta,-25,302
700418,2026-07-20,1001,1,Salida por Venta,-82,220
700419,2026-07-21,1001,1,Salida por Venta,-28,192
700420,2026-07-22,1001,1,Salida por Venta,-28,164
700421,2026-07-23,1001,1,Salida por Venta,-13,151
700422,2026-07-24,1001,1,Entrada por Compra,475,626
700423,2026-07-24,1001,1,Salida por Venta,-48,578
700424,2026-07-25,1001,1,Salida por Venta,-27,551
700425,2026-07-26,1001,1,Salida por Venta,-8,543
700426,2026-07-27,1001,1,Salida por Venta,-29,514
700427,2026-07-28,1001,1,Salida por Venta,-37,477
700428,2026-07-29,1001,1,Salida por Venta,-63,414
700429,2026-07-30,1001,1,Salida por Venta,-20,394
700430,2026-07-31,1001,1,Salida por Venta,-49,345
700431,2026-08-01,1001,1,Salida por Venta,-40,305
700432,2025-07-03,1001,2,Salida por Venta,-55,220
700433,2025-07-04,1001,2,Salida por Venta,-56,164
700434,2025-07-05,1001,2,Salida por Venta,-39,125
700435,2025-07-06,1001,2,Salida por Venta,-33,92
700436,2025-07-07,1001,2,Entrada por Compra,378,470
700437,2025-07-07,1001,2,Salida por Venta,-32,438
700438,2025-07-08,1001,2,Salida por Venta,-11,427
700439,2025-07-09,1001,2,Salida por Venta,-11,416
700440,2025-07-10,1001,2,Salida por Venta,-48,368
700441,2025-07-11,1001,2,Salida por Venta,-41,327
700442,2025-07-12,1001,2,Salida por Venta,-35,292
700443,2025-07-13,1001,2,Salida por Venta,-8,284
700444,2025-07-14,1001,2,Salida por Venta,-34,250
700445,2025-07-15,1001,2,Salida por Venta,-43,207
700446,2025-07-16,1001,2,Salida por Venta,-26,181
700447,2025-07-17,1001,2,Salida por Venta,-31,150
700448,2025-07-18,1001,2,Salida por Venta,-59,91
700449,2025-07-19,1001,2,Entrada por Compra,405,496
700450,2025-07-19,1001,2,Salida por Venta,-9,487
700451,2025-07-20,1001,2,Salida por Venta,-15,472
700452,2025-07-21,1001,2,Salida por Venta,-46,426
700453,2025-07-22,1001,2,Salida por Venta,-13,413
700454,2025-07-23,1001,2,Salida por Venta,-6,407
700455,2025-07-24,1001,2,Salida por Venta,-16,391
700456,2025-07-25,1001,2,Salida por Venta,-47,344
700457,2025-07-26,1001,2,Salida por Venta,-87,257
700458,2025-07-27,1001,2,Salida por Venta,-15,242
700459,2025-07-28,1001,2,Salida por Venta,-18,224
700460,2025-07-29,1001,2,Salida por Venta,-19,205
700461,2025-07-30,1001,2,Salida por Venta,-54,151
700462,2025-07-31,1001,2,Entrada por Compra,349,500
700463,2025-07-31,1001,2,Salida por Venta,-20,480
700464,2025-08-01,1001,2,Salida por Venta,-42,438
700465,2025-08-02,1001,2,Salida por Venta,-25,413
700466,2025-08-03,1001,2,Salida por Venta,-4,409
700467,2025-08-04,1001,2,Salida por Venta,-26,383
700468,2025-08-05,1001,2,Salida por Venta,-41,342
700469,2025-08-06,1001,2,Salida por Venta,-54,288
700470,2025-08-07,1001,2,Salida por Venta,-40,248
700471,2025-08-08,1001,2,Salida por Venta,-18,230
700472,2025-08-09,1001,2,Salida por Venta,-39,191
700473,2025-08-10,1001,2,Salida por Venta,-19,172
700474,2025-08-11,1001,2,Salida por Venta,-49,123
700475,2025-08-12,1001,2,Salida por Venta,-26,97
700476,2025-08-13,1001,2,Salida por Venta,-13,84
700477,2025-08-14,1001,2,Entrada por Compra,383,467
700478,2025-08-14,1001,2,Salida por Venta,-27,440
700479,2025-08-15,1001,2,Salida por Venta,-15,425
700480,2025-08-16,1001,2,Salida por Venta,-48,377
700481,2025-08-17,1001,2,Salida por Venta,-28,349
700482,2025-08-18,1001,2,Salida por Venta,-32,317
700483,2025-08-19,1001,2,Salida por Venta,-6,311
700484,2025-08-20,1001,2,Salida por Venta,-31,280
700485,2025-08-21,1001,2,Salida por Venta,-35,245
700486,2025-08-22,1001,2,Salida por Venta,-29,216
700487,2025-08-23,1001,2,Salida por Venta,-58,158
700488,2025-08-24,1001,2,Salida por Venta,-4,154
700489,2025-08-25,1001,2,Salida por Venta,-24,130
700490,2025-08-26,1001,2,Salida por Venta,-6,124
700491,2025-08-27,1001,2,Salida por Venta,-28,96
700492,2025-08-28,1001,2,Entrada por Compra,399,495
700493,2025-08-28,1001,2,Salida por Venta,-25,470
700494,2025-08-29,1001,2,Salida por Venta,-6,464
700495,2025-08-30,1001,2,Salida por Venta,-18,446
700496,2025-08-31,1001,2,Salida por Venta,-21,425
